ID_from_deicison_sheet,Title,unique_ID,long_cite,doi/url ,year,source,publication_type,coder,peer_reviewed,country_data_collected_from,research_design ,expt_num,if_exp_num_not_1_same_subject,feedback_type,delay_definition ,feedback_delay_difference,feedback_delay_difference_converted_to_time(sec),educational_level,learning_domain,task_level,experimental_vs_curriculum_based_task,prior_knowledge,arbitrary_learning,participants_have_prior_knowledge_on_task,study_setting,memory_type,mean_age,sd_age,min_age,max_age,gender,answer_type_in_training,learning_material_type_in_training,participant_design,study_structure,conditions_order,assignment_participants,training_duration_sec,nb_question/item_in_training,interval_btw_last_feedback_and_posttest_controlled,measure_of_outcome,memory_retrieval_vs_knowledge_application,posttest_category,type_posttest,item_posttest,feedback_provider,system_adaptivity,data_link ,preregistered,n_excluded,nb_measurement_points,time_limit_for_answer,time_limit_for_answer_not_indicated_explicitly,extra_group_exist,n_posttest_in_exp,posttest_number,delayed_feedback_given_in,retention_interval_difference_last_feedback_posttest_immediate_vs_delayed,retention_interwal(day)_i,retention_interwal(day)_d,feedback_provided_i,feedback_provided_d,nb_times_feedback_provided_i,nb_times_feedback_provided_d,feedback_remind_answer_i,feedback_remind_answer_d,conditions_compared,N_total,n_extra_group_if_any,n_i,n_d,mean_i,mean_d,sd_i,sd_d,se_i,se_d,lower_CI,upper_CI,t,SEM,F,cohens_f,se_f,F_sign_change,df,p,eta_square,partial_eta_square,odd_ratio,log_odd,SE_log_odd,corr,power,beta,SE_beta,SD_beta,n_point,effect_size_original,SE_original,effect_size_by_calculator,se_by_calculator,effect_size_formula_to_be_used,alternative_effect_size_formula_to_be_used,decision_justification,Double_coder,effect_size_double_coder,se_effect_size_double_coder,Question/objective sufficiently described?,Study design evident and appropriate? ,Method of subject/comparison group selection or source of information/input variables described and appropriate? ,"Subject (and comparison group, if applicable) characteristics sufficiently described?","If interventional and random allocation was possible, was it described?","If interventional and blinding of investigators was possible, was it reported?","If interventional and blinding of subjects was possible, was it reported?",Outcome and (if applicable) exposure measure(s) well defined and robust to measurement/misclassification bias? Means of assessment reported?,Sample size appropriate?,Analytic methods described/justified and appropriate? ,Some estimate of variance is reported for the main results?,Controlled for confounding?,Results reported in sufficient detail?,Conclusions supported by the results?
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,1,after_a_block_of_questions,NA,0,0,independent_of_error,independent_of_error,18,2,no_info,no_info,initial_testing_day-near_transfer-parent_correct,41,,41,41,0.8,0.79,,,0.03,0.03,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,0.05,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,1,after_a_block_of_questions,NA,0,0,independent_of_error,independent_of_error,18,2,no_info,no_info,initial_testing_day-near_transfer-parent_incorrect,41,,41,41,0.74,0.72,,,0.03,0.04,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,0.08,0.21,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,1,after_a_block_of_questions,NA,0,0,independent_of_error,independent_of_error,18,2,no_info,no_info,initial_testing_day-far_transfer-parent_correct,41,,41,41,0.66,0.61,,,0.03,0.03,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,0.26,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,1,after_a_block_of_questions,NA,0,0,independent_of_error,independent_of_error,18,2,no_info,no_info,initial_testing_day-far_transfer-parent_incorrect,41,,41,41,0.53,0.6,,,0.04,0.03,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,-0.3,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,2,after_a_block_of_questions,NA,7,7,independent_of_error,independent_of_error,18,2,no_info,no_info,1week_testing_day-near_transfer-parent_correct,41,,41,41,0.83,0.76,,,0.03,0.03,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,0.36,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,2,after_a_block_of_questions,NA,7,7,independent_of_error,independent_of_error,18,2,no_info,no_info,1week_testing_day-near_transfer-parent_incorrect,41,,41,41,0.66,0.65,,,0.03,0.03,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,0.05,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,2,after_a_block_of_questions,NA,7,7,independent_of_error,independent_of_error,18,2,no_info,no_info,1week_testing_day-far_transfer-parent_correct,41,,41,41,0.64,0.64,,,0.04,0.04,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,0,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
4,Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple-choice testing,ryan2024,"Ryan, A. T., Judd, T., Wilson, C., Larsen, D. P., Elliott, S., Kulasegaram, K., & Swanson, D. (2024). Timing's not everything: Immediate and delayed feedback are equally beneficial for performance in formative multiple‐choice testing. Medical education, 58(7), 838-847.",10.1111/medu.15287,2024,WoS search_first,journalArticle,EK,yes,Australia,exp,1,,elaborated,item,8,3200,tertiary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,1.58,no_info,no_info,31.58,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,7200,18,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,2,2,after_a_block_of_questions,NA,7,7,independent_of_error,independent_of_error,18,2,no_info,no_info,1week_testing_day-far_transfer-parent_incorrect,41,,41,41,0.55,0.57,,,0.04,0.04,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,-0.08,0.22,within_with_mean_se,,"we decided to have mean and se for 8 conditions:
near or far transfer
parent item correctness
posttest interval

we didnt get the odd ratios from the model bcs the posttest interval might be a potential moderator which would be lost if we choose odd ratio of feedback timing instead of individual mean and sds",,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes
5,Content and timing of feedback in a web-based learning environment: effects on learning as a function of prior knowledge,smits2008,"Smits, M. H., Boon, J., Sluijsmans, D. M., & Van Gog, T. (2008). Content and timing of feedback in a web-based learning environment: Effects on learning as a function of prior knowledge. Interactive Learning Environments, 16(2), 183-193.",10.1080/10494820701365952,2008,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,correct_response,item,4,720,secondary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,15.8,0.97,no_info,no_info,52.6,MCQ,MCQ,between,Pretest-Training-Posttest,NA,randomly,3600,20,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,1,1,after_a_block_of_questions,NA,no_info,no_info,independent_of_error,independent_of_error,4,2,no_info,no_info,lower_prior_knowledge_corrective_feedback,156,,25,22,4.92,4.1,1.91,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.29,between_with_mean_sd,,,LG,0.399,0.295,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
5,Content and timing of feedback in a web-based learning environment: effects on learning as a function of prior knowledge,smits2008,"Smits, M. H., Boon, J., Sluijsmans, D. M., & Van Gog, T. (2008). Content and timing of feedback in a web-based learning environment: Effects on learning as a function of prior knowledge. Interactive Learning Environments, 16(2), 183-193.",10.1080/10494820701365952,2008,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,correct_response,item,4,720,secondary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,15.8,0.97,no_info,no_info,52.6,MCQ,MCQ,between,Pretest-Training-Posttest,NA,randomly,3600,20,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,1,1,after_a_block_of_questions,NA,no_info,no_info,independent_of_error,independent_of_error,4,2,no_info,no_info,higher_prior_knowledge_corrective_feedback,156,,18,13,5.44,6.08,1.15,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,0.36,between_with_mean_sd,,,LG,-0.426,0.368,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
5,Content and timing of feedback in a web-based learning environment: effects on learning as a function of prior knowledge,smits2008,"Smits, M. H., Boon, J., Sluijsmans, D. M., & Van Gog, T. (2008). Content and timing of feedback in a web-based learning environment: Effects on learning as a function of prior knowledge. Interactive Learning Environments, 16(2), 183-193.",10.1080/10494820701365952,2008,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,elaborated,item,4,720,secondary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,15.8,0.97,no_info,no_info,52.6,MCQ,MCQ,between,Pretest-Training-Posttest,NA,randomly,3600,20,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,1,1,after_a_block_of_questions,NA,no_info,no_info,independent_of_error,independent_of_error,4,2,no_info,no_info,lower_prior_knowledge_elaborative_feedback,156,,26,25,4.8,4.96,1.89,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.28,between_with_mean_sd,,,LG,-0.078,0.28,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
5,Content and timing of feedback in a web-based learning environment: effects on learning as a function of prior knowledge,smits2008,"Smits, M. H., Boon, J., Sluijsmans, D. M., & Van Gog, T. (2008). Content and timing of feedback in a web-based learning environment: Effects on learning as a function of prior knowledge. Interactive Learning Environments, 16(2), 183-193.",10.1080/10494820701365952,2008,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,elaborated,item,4,720,secondary,STEM,higher_order,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,15.8,0.97,no_info,no_info,52.6,MCQ,MCQ,between,Pretest-Training-Posttest,NA,randomly,3600,20,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,no_info,NA,yes,,no,1,1,after_a_block_of_questions,NA,no_info,no_info,independent_of_error,independent_of_error,4,2,no_info,no_info,higher_prior_knowledge_elaborative_feedback,156,,13,14,4.83,4.31,1.7,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.38,between_with_mean_sd,,,LG,0.259,0.387,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
6,The relative effectiveness of immediate and delayed corrective feedback in video-based computer-mediated communication,canals2021,"Canals, L., Granena, G., Yilmaz, Y., & Malicka, A. (2021). The relative effectiveness of immediate and delayed corrective feedback in video-based computer-mediated communication. Language Teaching Research, 13621688211052793.",10.1177/13621688211052793,2021,WoS search_first,journalArticle,EK,yes,Spain,exp,1,,mixed(verification+correct_response),seconds,86400,86400,tertiary,language_learning,higher_order,curriculum_based_tasl,adjusted,no,yes,video_conferencing_tool,semantic,34.6,8.3,no_info,no_info,67,constructed_response,slide,between,Pretest-Training-Posttest,NA,randomly,no_info,24,yes,posttest_performance,knowledge_application,evaluation,constructed_response,mixed,experimenter_by_technology,no_info,,no,no_info,NA,no,yes,yes,1,1,one_go,0,1,1,only_for_errors,only_for_errors,NA,NA,yes,yes,GJT_posttest,52,20,16,16,0.29,0.11,0.25,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.36,between_with_mean_sd,,,,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
6,The relative effectiveness of immediate and delayed corrective feedback in video-based computer-mediated communication,canals2021,"Canals, L., Granena, G., Yilmaz, Y., & Malicka, A. (2021). The relative effectiveness of immediate and delayed corrective feedback in video-based computer-mediated communication. Language Teaching Research, 13621688211052793.",10.1177/13621688211052793,2021,WoS search_first,journalArticle,EK,yes,Spain,exp,1,,mixed(verification+correct_response),seconds,86400,86400,tertiary,language_learning,higher_order,curriculum_based_tasl,adjusted,no,yes,video_conferencing_tool,semantic,34.6,8.3,no_info,no_info,67,constructed_response,slide,between,Pretest-Training-Posttest,NA,randomly,no_info,24,yes,posttest_performance,knowledge_application,production,correct/incorrect,mixed,experimenter_by_technology,no_info,,no,no_info,NA,no,yes,yes,1,1,one_go,0,1,1,only_for_errors,only_for_errors,NA,NA,yes,yes,OPT_posttest,52,20,16,16,0.24,0.19,0.21,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.35,between_with_mean_sd,,,,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
7,An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication,arroyo2018,"Arroyo, D. C., & Yilmaz, Y. (2018). An open for replication study: The role of feedback timing in synchronous computer‐mediated communication. Language Learning, 68(4), 942-972.",10.1111/lang.12300,2018,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,item,11,1650,tertiary,language_learning,higher_order,curriculum_based_tasl,adjusted,no,yes,video_conferencing_tool,semantic,20.35,2.27,18,28,82.22,constructed_response,pictures,between,Pretest-Training-Posttest,NA,randomly,1800,12,no,posttest_performance,knowledge_application,production,oral_production,mixed,experimenter_by_technology,no_info,,yes,no_info,NA,yes,,yes,2,1,one_go,1650,0,0,only_for_errors,only_for_errors,NA,NA,yes,yes,oral_production_posttest1,45,15,15,15,0.24,0.11,0.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.39,between_with_mean_sd,,,EE,0.9884,0.3868,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
7,An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication,arroyo2018,"Arroyo, D. C., & Yilmaz, Y. (2018). An open for replication study: The role of feedback timing in synchronous computer‐mediated communication. Language Learning, 68(4), 942-972.",10.1111/lang.12300,2018,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,item,11,1650,tertiary,language_learning,higher_order,curriculum_based_tasl,adjusted,no,yes,video_conferencing_tool,semantic,20.35,2.27,18,28,82.22,constructed_response,pictures,between,Pretest-Training-Posttest,NA,randomly,1800,12,no,posttest_performance,knowledge_application,production,oral_production,mixed,experimenter_by_technology,no_info,,yes,no_info,NA,yes,,yes,2,2,one_go,1650,10,10,only_for_errors,only_for_errors,NA,NA,yes,yes,oral_production_posttest2,45,15,15,15,0.2,0.04,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.39,between_with_mean_sd,,,EE,1.2857,0.4011,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
7,An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication,arroyo2018,"Arroyo, D. C., & Yilmaz, Y. (2018). An open for replication study: The role of feedback timing in synchronous computer‐mediated communication. Language Learning, 68(4), 942-972.",10.1111/lang.12300,2018,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,item,11,1650,tertiary,language_learning,higher_order,curriculum_based_tasl,adjusted,no,yes,video_conferencing_tool,semantic,20.35,2.27,18,28,82.22,constructed_response,pictures,between,Pretest-Training-Posttest,NA,randomly,1800,12,no,posttest_performance,knowledge_application,evaluation,gramatical_judgement,mixed,experimenter_by_technology,no_info,,yes,no_info,NA,yes,,yes,2,1,one_go,1650,0,0,only_for_errors,only_for_errors,NA,NA,yes,yes,gramatical_judgement_posttest1,45,15,15,15,0.25,0.24,0.22,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.37,between_with_mean_sd,,,EE,0.0564,0.3652,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
7,An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication,arroyo2018,"Arroyo, D. C., & Yilmaz, Y. (2018). An open for replication study: The role of feedback timing in synchronous computer‐mediated communication. Language Learning, 68(4), 942-972.",10.1111/lang.12300,2018,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,item,11,1650,tertiary,language_learning,higher_order,curriculum_based_tasl,adjusted,no,yes,video_conferencing_tool,semantic,20.35,2.27,18,28,82.22,constructed_response,pictures,between,Pretest-Training-Posttest,NA,randomly,1800,12,no,posttest_performance,knowledge_application,evaluation,gramatical_judgement,mixed,experimenter_by_technology,no_info,,yes,no_info,NA,yes,,yes,2,2,one_go,1650,10,10,only_for_errors,only_for_errors,NA,NA,yes,yes,gramatical_judgement_posttest2,45,15,15,15,0.28,0.26,0.19,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.37,between_with_mean_sd,,,EE,0.1081,0.3654,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
8,Applying a connectionist description of feedback timing,clariana2000,"Clariana, R. B., Wagner, D., & Roher Murphy, L. C. (2000). Applying a connectionist description of feedback timing. Educational Technology Research and Development, 48(3), 5-22.",10.1007/BF02319855,2000,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,35,1899,secondary,text_memory,lower_order,experimental_task,not_adjusted,no,no,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,71,MCQ,MCQ,between,Training-Posttest,NA,randomly,1899,36,no,posttest_performance,memory_retrieval,recognition,retention_test,identical_to_training,technology,no_info,,no,no_info,NA,no,,yes,1,1,one_go,1899,1,1,independent_of_error,independent_of_error,36,1,no,no,ILR-V_difficult,87,17,18,17,0.66,0.8,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,0.35,between_with_mean_sd,,,,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
8,Applying a connectionist description of feedback timing,clariana2000,"Clariana, R. B., Wagner, D., & Roher Murphy, L. C. (2000). Applying a connectionist description of feedback timing. Educational Technology Research and Development, 48(3), 5-22.",10.1007/BF02319855,2000,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,35,1899,secondary,text_memory,lower_order,experimental_task,not_adjusted,no,no,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,71,MCQ,MCQ,between,Training-Posttest,NA,randomly,1899,36,no,posttest_performance,memory_retrieval,recognition,retention_test,identical_to_training,technology,no_info,,no,no_info,NA,no,,yes,1,1,one_go,1899,1,1,independent_of_error,independent_of_error,36,1,no,no,ILR-V_midrange,87,17,18,17,0.76,0.84,0.18,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,0.34,between_with_mean_sd,,,,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
8,Applying a connectionist description of feedback timing,clariana2000,"Clariana, R. B., Wagner, D., & Roher Murphy, L. C. (2000). Applying a connectionist description of feedback timing. Educational Technology Research and Development, 48(3), 5-22.",10.1007/BF02319855,2000,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,35,1899,secondary,text_memory,lower_order,experimental_task,not_adjusted,no,no,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,71,MCQ,MCQ,between,Training-Posttest,NA,randomly,1899,36,no,posttest_performance,memory_retrieval,recognition,retention_test,identical_to_training,technology,no_info,,no,no_info,NA,no,,yes,1,1,one_go,1899,1,1,independent_of_error,independent_of_error,36,1,no,no,ILR-V_easy,87,17,18,17,0.87,0.93,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,0.34,between_with_mean_sd,,,,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
8,Applying a connectionist description of feedback timing,clariana2000,"Clariana, R. B., Wagner, D., & Roher Murphy, L. C. (2000). Applying a connectionist description of feedback timing. Educational Technology Research and Development, 48(3), 5-22.",10.1007/BF02319855,2000,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,35,1899,secondary,text_memory,lower_order,experimental_task,not_adjusted,no,no,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,71,MCQ,MCQ,between,Training-Posttest,NA,randomly,1899,36,no,posttest_performance,memory_retrieval,application,retention_test,identical_to_training,technology,no_info,,no,no_info,NA,no,,yes,1,1,one_go,1899,1,1,independent_of_error,independent_of_error,36,1,no,no,ILR-I_difficult,87,17,18,17,0.66,0.81,0.26,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,0.34,between_with_mean_sd,,,,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes
